Bed Name,Site Code,Survey Date,Survey Day,Survey Month,Survey Year,Acres,Temp,Temp1 Shore Edge,Temp1 Water Edge,Temp2 Shore Edge,Temp2 Water Edge,Ave Temp Shore Edge,Ave Temp Water Edge,lat,lon
Polnell Point,POLN,2016-07-04,4.0,7.0,2016.0,4.75076022744816,17.0,,,,,,,48.27456274,-122.565838
Polnell Point,POLN,2016-08-01,1.0,8.0,2016.0,17.65164993920914,18.0,,,,,,,48.27456274,-122.565838
Polnell Point,POLN,2016-08-30,30.0,8.0,2016.0,36.72804001266616,17.0,,,,,,,48.27456274,-122.565838
Polnell Point,POLN,2017-06-25,25.0,6.0,2017.0,0.363765973565462,15.0,,,,,,,48.27456274,-122.565838
Polnell Point,POLN,2017-07-26,26.0,7.0,2017.0,1.315629201430828,15.0,,,,,,,48.27456274,-122.565838
Polnell Point,POLN,2017-08-22,22.0,8.0,2017.0,9.630703516662114,16.0,,,,,,,48.27456274,-122.565838
Polnell Point,POLN,2017-09-18,18.0,9.0,2017.0,27.43211920760829,,,,,,,,48.27456274,-122.565838
Polnell Point,POLN,2018-07-17,17.0,7.0,2018.0,6.145990871271615,18.0,,,,,,,48.27456274,-122.565838
Polnell Point,POLN,2018-08-08,8.0,8.0,2018.0,17.39723314939572,16.0,,,,,,,48.27456274,-122.565838
Polnell Point,POLN,2018-09-10,10.0,9.0,2018.0,75.7096873910009,13.0,,,,,,,48.27456274,-122.565838
Polnell Point,POLN,2019-06-20,20.0,6.0,2019.0,5.853018931135971,15.0,,,,,,,48.27456274,-122.565838
Polnell Point,POLN,2019-07-19,19.0,7.0,2019.0,14.39749366489927,16.0,,,,,,,48.27456274,-122.565838
Polnell Point,POLN,2019-08-14,14.0,8.0,2019.0,41.14302124312724,15.0,,,,,,,48.27456274,-122.565838
Polnell Point,POLN,2019-09-26,26.0,9.0,2019.0,47.31235013600108,15.0,,,,,,,48.27456274,-122.565838
Polnell Point,POLN,2020-07-24,24.0,7.0,2020.0,10.66440195739708,,13.0,13.2,,,13.0,13.2,48.27456274,-122.565838
Polnell Point,POLN,2020-08-31,31.0,8.0,2020.0,41.30371607838064,,13.9,13.2,,,13.9,13.2,48.27456274,-122.565838
Polnell Point,POLN,2021-08-24,24.0,8.0,2021.0,36.42661564578258,,13.6,13.7,,13.9,13.6,13.8,48.27456274,-122.565838
Polnell Point,POLN,2022-08-24,24.0,8.0,2022.0,14.16860252377839,,16.1,15.9,16.0,15.9,16.05,15.9,48.27456274,-122.565838
Polnell Point,POLN,2022-09-11,11.0,9.0,2022.0,17.56186463394933,,13.2,13.1,13.2,12.9,13.2,13.0,48.27456274,-122.565838
Polnell Point,POLN,2023-08-15,15.0,8.0,2023.0,38.71291760867629,,14.9,15.9,16.0,14.8,15.5,15.4,48.27456274,-122.565838
Polnell Point,POLN,2024-08-21,21.0,8.0,2024.0,35.73099687493362,,14.5,14.7,13.8,14.1,14.15,14.399999999999999,48.27456274,-122.565838
